id,loss
4,5955.933002021916
6,680.4723926388081
9,15445.282526657718
12,5731.324644237178
15,651.9269053562125
17,633.3646856804669
21,-151.34112700780312
28,104.74214430110882
32,43869.56968636551
43,4834.014117584706
46,778.361786380934
50,808.7171026741519
54,845.5192305012282
62,2314.662990347678
70,855.3104152744866
71,818.8983723859587
75,140.34567719938462
77,655.1650125202226
81,115.67781980837177
83,1873.2041568403652
87,15487.512572827205
97,5411.738811376921
103,2672.067688881122
119,142.83278456684326
120,181.55643389397716
127,940.2947092950029
138,-56.16834671175091
141,-41.70904606162529
148,15420.562306635431
150,221.7516415129371
151,103.25379584339767
158,2018.8121684576915
160,6343.2670459328165
165,2055.5383565601846
168,865.283078276914
169,178.94400142242677
177,839.3557644104951
178,36924.04263638827
184,5802.60147451362
194,607.7157861656802
198,6818.422466968611
203,158.00074016676234
211,124.13070573429891
217,138.20807290334568
219,2718.080914264213
221,727.2679345583784
227,120113.95140886489
230,13483.764691895538
235,15725.202081678373
240,134.61480303664393
243,186.96276471592378
249,774.6533243643536
253,815.3323767595992
258,15745.614230204557
261,-68.23538759588332
263,2195.9651043392764
264,6177.743896649883
265,629.5252031710223
268,719.5021842714939
271,13483.764691895538
274,720.8526691677953
275,165.0510190156292
279,-71.98560016548844
282,2017.1526363497628
286,2103.8011644579246
288,185.97888965474584
294,184.22055474716066
296,6343.2670459328165
297,38040.24388775728
300,5802.60147451362
303,169.88461329746377
314,733.0504394774446
315,38194.35706915384
321,2386.1055354117098
323,2008.0132494499453
330,876.8140303175799
341,16106.000523697605
342,749.3964198448946
352,38194.35706915384
353,2573.3117442098255
360,980.7404825198266
361,663.148065654825
362,182.23432044097132
366,6697.142394131591
372,177.4026329540029
376,2198.299707641757
377,167.30309272067103
379,5857.145583594231
380,38194.35706915384
387,850.3440839036691
392,13552.308426738087
394,7961.890118262518
395,180.25489649434942
397,38194.35706915384
407,126.04368288912993
411,763.376507171196
416,794.8413304859699
417,665.6614432123108
419,6329.659395997858
428,39854.36640821341
431,5934.625491686844
436,936.1694044624273
438,-61.858533639104486
445,375795.5159725635
446,121.34123793755528
455,2137.6422288979124
456,5043.578943963308
461,819.2941076853222
463,40775.45963896016
464,636.0681563901154
466,2189.7080246582254
467,2680.307056253364
470,179.8940610956795
475,6343.2670459328165
482,727.2679345583784
490,5969.666415244412
496,682.1544013909427
497,38194.35706915384
508,733.4316543934945
510,718.9769431895157
512,15553.524661468275
513,126.04368288912993
523,153.62098716524216
531,182.23432044097132
532,125.42376527832648
533,6316.34496840435
537,2314.662990347678
544,138.53797537134835
547,19257.33483169284
556,2314.662990347678
565,747.3663483690497
566,39455.28008589552
571,825.1639709074607
573,679.3587818707088
574,5881.096274831029
581,719.2056818164345
585,5963.692742431236
589,6006.770198915401
597,2176.18463630236
601,-62.008080385314656
602,-151.0244020549905
613,136.39196346641094
616,6078.9183116869735
619,5318.662441180353
622,16064.832241743614
623,2039.827086406567
629,860.3069056489716
634,5969.666415244412
638,14513.8979154556
642,15512.28381265224
643,172.80904698089125
645,808.7171026741519
648,755.563065266444
652,750.1108180599762
664,640.8660893106836
666,635.2854138156237
672,644.8826551677736
676,872.1347157331718
678,163.67002408320326
682,684.1987118699636
686,172.80904698089125
688,141.2338715095428
689,224.1748837621034
690,15943.669835324128
692,717.8447251873222
695,899.4106817980821
697,-47.84288312057718
698,4967.261695770376
706,1702.0851852151668
708,586.3868078021003
712,849.7474010087344
715,2205.8691831756223
717,189.0359681611768
725,708.3943909797521
729,2411.967696725368
737,2274.9039480182246
739,763.376507171196
747,190.09792765926267
753,186.0553867949796
758,15512.28381265224
759,139.30719293557874
763,6343.2670459328165
773,172.9857097721192
774,13552.308426738087
776,13906.977893453852
788,2143.4771075972026
790,-78.20226081651377
794,5686.355718420245
801,5207.305223508474
802,595.7556697063579
805,-63.85050143576907
809,2376.834020444653
812,-200.90925871209978
825,-62.67955104930629
828,199.46202995588047
830,5427.363095071133
833,38194.35706915384
850,738.9908511307203
852,669.2404965479229
862,661.5378448895838
863,174.2409940991114
864,13552.308426738087
865,2061.544670114976
868,774.6533243643536
872,764.6780672299449
879,138.53797537134835
880,172.25566624793652
883,741.7713336201193
886,133.15573974633372
923,644.2738807803302
924,5208.019735569005
932,16504.519275502753
945,671.78834553758
947,733.4316543934945
948,2544.8734808545028
955,-55.87536709594872
963,843.4997933451598
979,-149.78583411702147
989,-92.2171730227419
994,6503.229046327254
995,176.26601895266535
998,637.8265209206403
1000,1534.7303291042565
1018,832.9209058353481
1019,38194.35706915384
1028,2061.544670114976
1034,1732.309800189903
1038,159.72274337388552
1040,850.3440839036691
1042,190.24718017533021
1057,35447.55828476799
1058,813.4394953970495
1063,6343.2670459328165
1066,2205.8691831756223
1071,15512.28381265224
1073,769.3195307078746
1074,2055.5383565601846
1077,4857.927297728068
1080,195.24462087996272
1088,5307.116434398345
1096,15420.562306635431
1097,124.58527187885718
1105,669.2810562653281
1115,865.283078276914
1116,6420.224729357387
1122,6316.34496840435
1130,129.7468598529019
1133,184.22055474716066
1137,15804.210348884653
1140,7400.453563345186
1143,646.4690228099619
1149,172.25566624793652
1150,855.3104152744866
1153,2470.7756576164797
1157,38194.35706915384
1180,162.53062595676116
1183,784.0709034698247
1188,14499.113406156543
1193,819.2941076853222
1200,1784.9007007550335
1209,1968.126262694551
1214,2195.9651043392764
1219,176.6827212430112
1223,15487.512572827205
1227,15512.28381265224
1228,813.4394953970495
1229,154.4101497922531
1233,132.80770903542287
1238,5963.692742431236
1239,708.3943909797521
1241,781.9846779752115
1243,652.3124390287568
1244,2061.544670114976
1245,13552.308426738087
1277,2137.6422288979124
1279,-68.89970999923763
1292,2163.893170930422
1293,172.74491355104016
1299,2019.5001980084107
1304,6316.34496840435
1313,766.8232336586482
1328,179.8940610956795
1330,635.7163990612082
1334,2123.6002191341972
1335,875.7497875288176
1336,160.03865579023648
1341,40775.45963896016
1344,17383.644813392148
1351,5900.5031972697525
1352,2581.2377807277758
1354,-37.75409802026833
1368,100916.67205194419
1373,169.88461329746377
1375,5955.933002021916
1381,-59.589315033539854
1384,894.0223052056369
1385,-57.75523348822982
1388,644.35990756489
1401,706.2396738533229
1402,6146.611052702446
1404,159.00767676529534
1406,15420.562306635431
1409,1929.415219707133
1422,6016.032256035082
1429,2303.988345922055
1433,2103.8011644579246
1438,169.88461329746377
1444,171.64842165497194
1446,126.31198396071106
1450,813.9523975806512
1451,15607.6779036319
1454,15512.28381265224
1458,2558.2507282374204
1461,37659.76020181034
1464,818.9801335364516
1465,5731.324644237178
1478,123.26222709297119
1479,36784.66535701908
1480,-61.128450547902595
1484,-61.858533639104486
1486,2205.8691831756223
1488,2205.8691831756223
1489,112461.59530132446
1491,5043.578943963308
1507,-65.10616676639309
1515,39431.744085216764
1519,748.6473817946376
1528,753.521401160742
1529,644.2738807803302
1530,38194.35706915384
1532,152.68773793247527
1541,35436.04759180996
1542,12718.03352599619
1547,2317335.68938353
1549,708.3943909797521
1553,2250.170161353798
1554,135.21588999860342
1555,526.8450360935014
1559,18999.074618792685
1565,1898.5535602871837
1568,2017.761993714928
1576,5986.524080196638
1579,2119.221125998431
1592,1977.0834052052264
1596,18401.368124443085
1605,5686.355718420245
1607,775.9369469110222
1612,-54.6157772413693
1617,119.85229134294059
1619,150.56260012460274
1620,171.65122881885128
1624,717.8447251873222
1627,2100.961299227391
1633,816.9957054922706
1636,-57.75523348822982
1639,128.88706428064606
1640,-45.126154251496835
1644,715.2963140892559
1646,15512.28381265224
1647,794.2502528964247
1654,147.83326325039147
1655,2195.9651043392764
1664,16106.000523697605
1665,17988.09882684677
1667,-70.83036756391996
1669,2044.4180135253475
1678,663.148065654825
1682,15115.001223368628
1689,13849.510134161997
1690,635.7163990612082
1693,1945.243138394752
1695,2028.8650554490007
1705,573.0582224834604
1706,108.54141201681668
1708,796.6203597477265
1716,1872.6668798015464
1720,644.3765556028843
1722,805.0222552789552
1749,741.5199418961686
1750,1998.7460895412266
1751,843.4997933451598
1760,1989.5839848381718
1763,-60.94047256372846
1770,179.20650799499003
1777,5986.524080196638
1785,5900.5031972697525
1791,576.4413044937215
1794,16269.736977000523
1800,6343.2670459328165
1816,-59.34633977023431
1817,5857.145583594231
1821,2449.9890474615277
1836,784.0709034698247
1838,2055.5383565601846
1851,5986.524080196638
1852,1784.9007007550335
1854,869.8032522567797
1856,677.155014887068
1865,2028.8650554490007
1872,129.7468598529019
1878,2544.8734808545028
1880,158.00074016676234
1881,679.3185785532055
1882,-61.70291683869036
1886,635.2854138156237
1892,830.7229020803992
1894,6173.6678006481525
1898,15249.0774688351
1899,-65.10616676639309
1902,722.6962079391639
1903,178.94400142242677
1906,1787.2092028281672
1910,1866.9018069458482
1911,-72.30538139353261
1914,38194.35706915384
1929,182.35130463532673
1932,2018.8121684576915
1952,2030.5300121510656
1959,815.3323767595992
1960,137.1597825566842
1976,624.9935626309203
1980,644.8826551677736
1981,119.85229134294059
1987,15512.28381265224
1994,-62.67955104930629
2000,-35.56313609058388
2008,16365.441961516084
2011,821.8959594213799
2012,5482.133744731718
2019,126.15996835979456
2022,659.5198668123754
2024,2555.9355749024385
2028,644.8826551677736
2030,199.46202995588047
2031,1830.9844311990068
2047,624.9935626309203
2049,924.5368994813459
2050,821.2456910236791
2051,194.31743048384243
2056,5802.60147451362
2057,780.1166572524577
2059,2373.454611367818
2069,1943.8315925983352
2085,2073.0163891558627
2089,141.79490806778256
2090,166.2716483284994
2101,832.9209058353481
2114,1998.7460895412266
2115,808.7171026741519
2118,5986.524080196638
2119,-60.64809291728655
2125,956.4634422761716
2128,128.679583189065
2129,36784.66535701908
2132,183.7310780398445
2133,199.17563953809184
2135,2195.9651043392764
2136,178.94400142242677
2143,765.5965733117248
2144,709.0915801632666
2145,-75.37955000378838
2152,86.54239572638667
2160,-62.5059530624131
2166,2373.4818630481
2169,117576.85299982096
2170,6079.753169356312
2172,697.44429410624
2181,2314.662990347678
2183,2140.9984352970373
2185,-155.80367733995342
2188,13727.304242251164
2189,12718.03352599619
2194,-150.49985084363215
2202,2017.761993714928
2208,644.2738807803302
2227,571.3753107497744
2230,924.5368994813459
2235,2411.967696725368
2236,586.3868078021003
2244,133.15573974633372
2248,-46.9769433740202
2252,2250.170161353798
2254,5986.524080196638
2260,644.5763448913282
2263,19767.4969876206
2274,39914.13492582062
2277,794.8413304859699
2279,2250.170161353798
2280,717.8447251873222
2283,2031.4131182069748
2284,956.4634422761716
2288,175.30713402249762
2292,111186.2839129994
2295,134.1083811880747
2296,114.6523984981867
2299,-58.59093633237791
2315,2478.418618474215
2318,176.57739698711174
2329,35806.7316035111
